measurement_pk,acclimation_pk,specification_date
TRAMEA023496,TRAACC000001,
TRAMEA023497,TRAACC000001,
TRAMEA023498,TRAACC000001,
TRAMEA023499,TRAACC000001,
TRAMEA023500,TRAACC000001,
TRAMEA023501,TRAACC000001,
TRAMEA023502,TRAACC000001,
TRAMEA023503,TRAACC000001,
TRAMEA023504,TRAACC000001,
TRAMEA023505,TRAACC000001,
TRAMEA023506,TRAACC000001,
TRAMEA023507,TRAACC000001,
TRAMEA023508,TRAACC000001,
TRAMEA023509,TRAACC000001,
TRAMEA023510,TRAACC000001,
TRAMEA023511,TRAACC000001,
TRAMEA023512,TRAACC000001,
TRAMEA023513,TRAACC000001,
TRAMEA023514,TRAACC000001,
TRAMEA023515,TRAACC000001,
TRAMEA023516,TRAACC000001,
TRAMEA023517,TRAACC000001,
TRAMEA023518,TRAACC000001,
TRAMEA023519,TRAACC000001,
TRAMEA023520,TRAACC000001,
TRAMEA023521,TRAACC000001,
TRAMEA023522,TRAACC000001,
TRAMEA023523,TRAACC000001,
TRAMEA023524,TRAACC000001,
TRAMEA023525,TRAACC000001,
TRAMEA023526,TRAACC000001,
TRAMEA023527,TRAACC000001,
TRAMEA023528,TRAACC000001,
TRAMEA023529,TRAACC000001,
TRAMEA023530,TRAACC000001,
TRAMEA023531,TRAACC000001,
TRAMEA023532,TRAACC000001,
TRAMEA023533,TRAACC000001,
TRAMEA023534,TRAACC000001,
TRAMEA023535,TRAACC000001,
TRAMEA023536,TRAACC000001,
TRAMEA023537,TRAACC000001,
TRAMEA023538,TRAACC000001,
TRAMEA023539,TRAACC000001,
TRAMEA023540,TRAACC000001,
TRAMEA023541,TRAACC000001,
TRAMEA023542,TRAACC000001,
TRAMEA023543,TRAACC000001,
TRAMEA023544,TRAACC000001,
TRAMEA023545,TRAACC000001,
TRAMEA023546,TRAACC000001,
TRAMEA023547,TRAACC000001,
TRAMEA023548,TRAACC000001,
TRAMEA023549,TRAACC000001,
TRAMEA023550,TRAACC000001,
TRAMEA023551,TRAACC000001,
TRAMEA023552,TRAACC000001,
TRAMEA023553,TRAACC000001,
TRAMEA023554,TRAACC000001,
TRAMEA023555,TRAACC000001,
TRAMEA023556,TRAACC000001,
TRAMEA026361,TRAACC000001,
TRAMEA026362,TRAACC000001,
TRAMEA026363,TRAACC000001,
TRAMEA026364,TRAACC000001,
TRAMEA026365,TRAACC000001,
TRAMEA026366,TRAACC000001,
TRAMEA026367,TRAACC000001,
TRAMEA026368,TRAACC000001,
TRAMEA026369,TRAACC000001,
TRAMEA026370,TRAACC000001,
TRAMEA026371,TRAACC000001,
TRAMEA026372,TRAACC000001,
TRAMEA026373,TRAACC000001,
TRAMEA026374,TRAACC000001,
TRAMEA026375,TRAACC000001,
TRAMEA026376,TRAACC000001,
TRAMEA026377,TRAACC000001,
TRAMEA026378,TRAACC000001,
TRAMEA026379,TRAACC000001,
TRAMEA026380,TRAACC000001,
TRAMEA026381,TRAACC000001,
TRAMEA026382,TRAACC000001,
TRAMEA026383,TRAACC000001,
TRAMEA026384,TRAACC000001,
TRAMEA026385,TRAACC000001,
TRAMEA026386,TRAACC000001,
TRAMEA026387,TRAACC000001,
TRAMEA026388,TRAACC000001,
TRAMEA026389,TRAACC000001,
TRAMEA026390,TRAACC000001,
TRAMEA026391,TRAACC000001,
TRAMEA026392,TRAACC000001,
TRAMEA026393,TRAACC000001,
TRAMEA026394,TRAACC000001,
TRAMEA026395,TRAACC000001,
TRAMEA026396,TRAACC000001,
TRAMEA026397,TRAACC000001,
TRAMEA026398,TRAACC000001,
TRAMEA026399,TRAACC000001,
TRAMEA026400,TRAACC000001,
TRAMEA026401,TRAACC000001,
TRAMEA026402,TRAACC000001,
TRAMEA026403,TRAACC000001,
TRAMEA026404,TRAACC000001,
TRAMEA026405,TRAACC000001,
TRAMEA026406,TRAACC000001,
TRAMEA026407,TRAACC000001,
TRAMEA026408,TRAACC000001,
TRAMEA026409,TRAACC000001,
TRAMEA026410,TRAACC000001,
TRAMEA026411,TRAACC000001,
TRAMEA026412,TRAACC000001,
TRAMEA026413,TRAACC000001,
TRAMEA026414,TRAACC000001,
TRAMEA026415,TRAACC000001,
TRAMEA026416,TRAACC000001,
TRAMEA026417,TRAACC000001,
TRAMEA026418,TRAACC000001,
TRAMEA026419,TRAACC000001,
TRAMEA026420,TRAACC000001,
TRAMEA026421,TRAACC000001,
TRAMEA026422,TRAACC000001,
TRAMEA026423,TRAACC000001,
TRAMEA026424,TRAACC000001,
TRAMEA026425,TRAACC000001,
TRAMEA026426,TRAACC000001,
TRAMEA026427,TRAACC000001,
TRAMEA026428,TRAACC000001,
TRAMEA026429,TRAACC000001,
TRAMEA026430,TRAACC000001,
TRAMEA026431,TRAACC000001,
TRAMEA026432,TRAACC000001,
TRAMEA026433,TRAACC000001,
TRAMEA026434,TRAACC000001,
TRAMEA026435,TRAACC000001,
TRAMEA026436,TRAACC000001,
TRAMEA026437,TRAACC000001,
TRAMEA026438,TRAACC000001,
TRAMEA026439,TRAACC000001,
TRAMEA026440,TRAACC000001,
TRAMEA026441,TRAACC000001,
TRAMEA026442,TRAACC000001,
TRAMEA026443,TRAACC000001,
TRAMEA026444,TRAACC000001,
TRAMEA026445,TRAACC000001,
TRAMEA026446,TRAACC000001,
TRAMEA026447,TRAACC000001,
TRAMEA026448,TRAACC000001,
TRAMEA026449,TRAACC000001,
TRAMEA026450,TRAACC000001,
TRAMEA026451,TRAACC000001,
TRAMEA026452,TRAACC000001,
TRAMEA026453,TRAACC000001,
TRAMEA026454,TRAACC000001,
TRAMEA026455,TRAACC000001,
TRAMEA026456,TRAACC000001,
TRAMEA026457,TRAACC000001,
TRAMEA026458,TRAACC000001,
TRAMEA026459,TRAACC000001,
TRAMEA026460,TRAACC000001,
TRAMEA026461,TRAACC000001,
TRAMEA026462,TRAACC000001,
TRAMEA026463,TRAACC000001,
TRAMEA026464,TRAACC000001,
TRAMEA026465,TRAACC000001,
TRAMEA026466,TRAACC000001,
TRAMEA026467,TRAACC000001,
TRAMEA026468,TRAACC000001,
TRAMEA026469,TRAACC000001,
TRAMEA026470,TRAACC000001,
TRAMEA026471,TRAACC000001,
TRAMEA026472,TRAACC000001,
TRAMEA026473,TRAACC000001,
TRAMEA026474,TRAACC000001,
TRAMEA026475,TRAACC000001,
TRAMEA026476,TRAACC000001,
TRAMEA026477,TRAACC000001,
TRAMEA026478,TRAACC000001,
TRAMEA026479,TRAACC000001,
TRAMEA026480,TRAACC000001,
TRAMEA026481,TRAACC000001,
TRAMEA026482,TRAACC000001,
TRAMEA026483,TRAACC000001,
TRAMEA026484,TRAACC000001,
TRAMEA026485,TRAACC000001,
TRAMEA026486,TRAACC000001,
TRAMEA026487,TRAACC000001,
TRAMEA026488,TRAACC000001,
TRAMEA026489,TRAACC000001,
TRAMEA026490,TRAACC000001,
TRAMEA026491,TRAACC000001,
TRAMEA026492,TRAACC000001,
TRAMEA026493,TRAACC000001,
TRAMEA026494,TRAACC000001,
TRAMEA026495,TRAACC000001,
TRAMEA023557,TRAACC000002,
TRAMEA023558,TRAACC000002,
TRAMEA023559,TRAACC000002,
TRAMEA023560,TRAACC000002,
TRAMEA023561,TRAACC000002,
TRAMEA023562,TRAACC000002,
TRAMEA023563,TRAACC000002,
TRAMEA023564,TRAACC000002,
TRAMEA023565,TRAACC000002,
TRAMEA023566,TRAACC000002,
TRAMEA023567,TRAACC000002,
TRAMEA023568,TRAACC000002,
TRAMEA023569,TRAACC000002,
TRAMEA023570,TRAACC000002,
TRAMEA023571,TRAACC000002,
TRAMEA023572,TRAACC000002,
TRAMEA023573,TRAACC000002,
TRAMEA023574,TRAACC000002,
TRAMEA023575,TRAACC000002,
TRAMEA023576,TRAACC000002,
TRAMEA023577,TRAACC000002,
TRAMEA023578,TRAACC000002,
TRAMEA023579,TRAACC000002,
TRAMEA023580,TRAACC000002,
TRAMEA023581,TRAACC000002,
TRAMEA023582,TRAACC000002,
TRAMEA023583,TRAACC000002,
TRAMEA023584,TRAACC000002,
TRAMEA023585,TRAACC000002,
TRAMEA023586,TRAACC000002,
TRAMEA023587,TRAACC000002,
TRAMEA023588,TRAACC000002,
TRAMEA023589,TRAACC000002,
TRAMEA023590,TRAACC000002,
TRAMEA023591,TRAACC000002,
TRAMEA023592,TRAACC000002,
TRAMEA023593,TRAACC000002,
TRAMEA023594,TRAACC000002,
TRAMEA023595,TRAACC000002,
TRAMEA023596,TRAACC000002,
TRAMEA023597,TRAACC000002,
TRAMEA023598,TRAACC000002,
TRAMEA023599,TRAACC000002,
TRAMEA023600,TRAACC000002,
TRAMEA023601,TRAACC000002,
TRAMEA023602,TRAACC000002,
TRAMEA023603,TRAACC000002,
TRAMEA023604,TRAACC000002,
TRAMEA023605,TRAACC000002,
TRAMEA023606,TRAACC000002,
TRAMEA023607,TRAACC000002,
TRAMEA023608,TRAACC000002,
TRAMEA023609,TRAACC000002,
TRAMEA023610,TRAACC000002,
TRAMEA023611,TRAACC000002,
TRAMEA023612,TRAACC000002,
TRAMEA023613,TRAACC000002,
TRAMEA023614,TRAACC000002,
TRAMEA023615,TRAACC000002,
TRAMEA023616,TRAACC000002,
TRAMEA023617,TRAACC000002,
TRAMEA023618,TRAACC000002,
TRAMEA023619,TRAACC000002,
TRAMEA023620,TRAACC000002,
TRAMEA023621,TRAACC000002,
TRAMEA023622,TRAACC000002,
TRAMEA023623,TRAACC000002,
TRAMEA023624,TRAACC000002,
TRAMEA023625,TRAACC000002,
TRAMEA023626,TRAACC000002,
TRAMEA023627,TRAACC000002,
TRAMEA023628,TRAACC000002,
TRAMEA023629,TRAACC000002,
TRAMEA023630,TRAACC000002,
TRAMEA023631,TRAACC000002,
TRAMEA023632,TRAACC000002,
TRAMEA023633,TRAACC000002,
TRAMEA023634,TRAACC000002,
TRAMEA023635,TRAACC000002,
TRAMEA023636,TRAACC000002,
TRAMEA023637,TRAACC000002,
TRAMEA023638,TRAACC000002,
TRAMEA023639,TRAACC000002,
TRAMEA023640,TRAACC000002,
TRAMEA023641,TRAACC000002,
TRAMEA023642,TRAACC000002,
TRAMEA023643,TRAACC000002,
TRAMEA023644,TRAACC000002,
TRAMEA023645,TRAACC000002,
TRAMEA023646,TRAACC000002,
TRAMEA023647,TRAACC000002,
TRAMEA023648,TRAACC000002,
TRAMEA023649,TRAACC000002,
TRAMEA023650,TRAACC000002,
TRAMEA023651,TRAACC000002,
TRAMEA023652,TRAACC000002,
TRAMEA023653,TRAACC000002,
TRAMEA023654,TRAACC000002,
TRAMEA023655,TRAACC000002,
TRAMEA023656,TRAACC000002,
TRAMEA023657,TRAACC000002,
TRAMEA023658,TRAACC000002,
TRAMEA023659,TRAACC000002,
TRAMEA023660,TRAACC000002,
TRAMEA023661,TRAACC000002,
TRAMEA023662,TRAACC000002,
TRAMEA023663,TRAACC000002,
TRAMEA023664,TRAACC000002,
TRAMEA023665,TRAACC000002,
TRAMEA023666,TRAACC000002,
TRAMEA023667,TRAACC000002,
TRAMEA023668,TRAACC000002,
TRAMEA023669,TRAACC000002,
TRAMEA023670,TRAACC000002,
TRAMEA023671,TRAACC000002,
TRAMEA023672,TRAACC000002,
TRAMEA023673,TRAACC000002,
TRAMEA023674,TRAACC000002,
TRAMEA023675,TRAACC000002,
TRAMEA023676,TRAACC000002,
TRAMEA023677,TRAACC000002,
TRAMEA023678,TRAACC000002,
TRAMEA023679,TRAACC000002,
TRAMEA023680,TRAACC000002,
TRAMEA023681,TRAACC000002,
TRAMEA023682,TRAACC000002,
TRAMEA023683,TRAACC000002,
TRAMEA023684,TRAACC000002,
TRAMEA023685,TRAACC000002,
TRAMEA023686,TRAACC000002,
TRAMEA023687,TRAACC000002,
TRAMEA023688,TRAACC000002,
TRAMEA023689,TRAACC000002,
TRAMEA023690,TRAACC000002,
TRAMEA023691,TRAACC000002,
TRAMEA023692,TRAACC000002,
TRAMEA023693,TRAACC000002,
TRAMEA023694,TRAACC000002,
TRAMEA023695,TRAACC000002,
TRAMEA023696,TRAACC000002,
TRAMEA023697,TRAACC000002,
TRAMEA023698,TRAACC000002,
TRAMEA023699,TRAACC000002,
TRAMEA023700,TRAACC000002,
TRAMEA023701,TRAACC000002,
TRAMEA023702,TRAACC000002,
TRAMEA023703,TRAACC000002,
TRAMEA023704,TRAACC000002,
TRAMEA023705,TRAACC000002,
TRAMEA023706,TRAACC000002,
TRAMEA023707,TRAACC000002,
TRAMEA023708,TRAACC000002,
TRAMEA023709,TRAACC000002,
TRAMEA023710,TRAACC000002,
TRAMEA023711,TRAACC000002,
TRAMEA023712,TRAACC000002,
TRAMEA023713,TRAACC000002,
TRAMEA023714,TRAACC000002,
TRAMEA023715,TRAACC000002,
TRAMEA023716,TRAACC000002,
TRAMEA023717,TRAACC000002,
TRAMEA023718,TRAACC000002,
TRAMEA023719,TRAACC000002,
TRAMEA023720,TRAACC000002,
TRAMEA023721,TRAACC000002,
TRAMEA023722,TRAACC000002,
TRAMEA023723,TRAACC000002,
TRAMEA023724,TRAACC000002,
TRAMEA023725,TRAACC000002,
TRAMEA023726,TRAACC000002,
TRAMEA023727,TRAACC000002,
TRAMEA023728,TRAACC000002,
TRAMEA023729,TRAACC000002,
TRAMEA023730,TRAACC000002,
TRAMEA023731,TRAACC000002,
TRAMEA023732,TRAACC000002,
TRAMEA023733,TRAACC000002,
TRAMEA023734,TRAACC000002,
TRAMEA023735,TRAACC000002,
TRAMEA023736,TRAACC000002,
TRAMEA023737,TRAACC000002,
TRAMEA023738,TRAACC000002,
TRAMEA023739,TRAACC000002,
TRAMEA023740,TRAACC000002,
TRAMEA023741,TRAACC000002,
TRAMEA023742,TRAACC000002,
TRAMEA023743,TRAACC000002,
TRAMEA023744,TRAACC000002,
TRAMEA023745,TRAACC000002,
TRAMEA023746,TRAACC000002,
TRAMEA023747,TRAACC000002,
TRAMEA023748,TRAACC000002,
TRAMEA023749,TRAACC000002,
TRAMEA023750,TRAACC000002,
TRAMEA023751,TRAACC000002,
TRAMEA023752,TRAACC000002,
TRAMEA023753,TRAACC000002,
TRAMEA023754,TRAACC000002,
TRAMEA023755,TRAACC000002,
TRAMEA023756,TRAACC000002,
TRAMEA023757,TRAACC000002,
TRAMEA023758,TRAACC000002,
TRAMEA023759,TRAACC000002,
TRAMEA023760,TRAACC000002,
TRAMEA023761,TRAACC000002,
TRAMEA023762,TRAACC000002,
TRAMEA023763,TRAACC000002,
TRAMEA023764,TRAACC000002,
TRAMEA023765,TRAACC000002,
TRAMEA023766,TRAACC000002,
TRAMEA023767,TRAACC000002,
TRAMEA023768,TRAACC000002,
TRAMEA023769,TRAACC000002,
TRAMEA023770,TRAACC000002,
TRAMEA023771,TRAACC000002,
TRAMEA023772,TRAACC000002,
TRAMEA023773,TRAACC000002,
TRAMEA023774,TRAACC000002,
TRAMEA023775,TRAACC000002,
TRAMEA023776,TRAACC000002,
TRAMEA023777,TRAACC000002,
TRAMEA023778,TRAACC000002,
TRAMEA023779,TRAACC000002,
TRAMEA023780,TRAACC000002,
TRAMEA023781,TRAACC000002,
TRAMEA023782,TRAACC000002,
TRAMEA023783,TRAACC000002,
TRAMEA023784,TRAACC000002,
TRAMEA023785,TRAACC000002,
TRAMEA023786,TRAACC000002,
TRAMEA023787,TRAACC000002,
TRAMEA023788,TRAACC000002,
TRAMEA023789,TRAACC000002,
TRAMEA023790,TRAACC000002,
TRAMEA023791,TRAACC000002,
TRAMEA023792,TRAACC000002,
TRAMEA023793,TRAACC000002,
TRAMEA023794,TRAACC000002,
TRAMEA023795,TRAACC000002,
TRAMEA023796,TRAACC000002,
TRAMEA023797,TRAACC000002,
TRAMEA023798,TRAACC000002,
TRAMEA023799,TRAACC000002,
TRAMEA023800,TRAACC000002,
TRAMEA023801,TRAACC000002,
TRAMEA023802,TRAACC000002,
TRAMEA023803,TRAACC000002,
TRAMEA023804,TRAACC000002,
TRAMEA023805,TRAACC000002,
TRAMEA023806,TRAACC000002,
TRAMEA023807,TRAACC000002,
TRAMEA023808,TRAACC000002,
TRAMEA023809,TRAACC000002,
TRAMEA023810,TRAACC000002,
TRAMEA023811,TRAACC000002,
TRAMEA023812,TRAACC000002,
TRAMEA023813,TRAACC000002,
TRAMEA023814,TRAACC000002,
TRAMEA023815,TRAACC000002,
TRAMEA023816,TRAACC000002,
TRAMEA023817,TRAACC000002,
TRAMEA023818,TRAACC000002,
TRAMEA023819,TRAACC000002,
TRAMEA023820,TRAACC000002,
TRAMEA023821,TRAACC000002,
TRAMEA023822,TRAACC000002,
TRAMEA023823,TRAACC000002,
TRAMEA023824,TRAACC000002,
TRAMEA023825,TRAACC000002,
TRAMEA023826,TRAACC000002,
TRAMEA023827,TRAACC000002,
TRAMEA023828,TRAACC000002,
TRAMEA023829,TRAACC000002,
TRAMEA023830,TRAACC000002,
TRAMEA023831,TRAACC000002,
TRAMEA023832,TRAACC000002,
TRAMEA023833,TRAACC000002,
TRAMEA023834,TRAACC000002,
TRAMEA023835,TRAACC000002,
TRAMEA023836,TRAACC000002,
TRAMEA023837,TRAACC000002,
TRAMEA023838,TRAACC000002,
TRAMEA023839,TRAACC000002,
TRAMEA023840,TRAACC000002,
TRAMEA023841,TRAACC000002,
TRAMEA023842,TRAACC000002,
TRAMEA023843,TRAACC000002,
TRAMEA023844,TRAACC000002,
TRAMEA023845,TRAACC000002,
TRAMEA023846,TRAACC000002,
TRAMEA023847,TRAACC000002,
TRAMEA023848,TRAACC000002,
TRAMEA023849,TRAACC000002,
TRAMEA023850,TRAACC000002,
TRAMEA023851,TRAACC000002,
TRAMEA023852,TRAACC000002,
TRAMEA023853,TRAACC000002,
TRAMEA023854,TRAACC000002,
TRAMEA023855,TRAACC000002,
TRAMEA023856,TRAACC000002,
TRAMEA023857,TRAACC000003,
TRAMEA023858,TRAACC000003,
TRAMEA023859,TRAACC000003,
TRAMEA023860,TRAACC000003,
TRAMEA023861,TRAACC000003,
TRAMEA023862,TRAACC000003,
TRAMEA023863,TRAACC000003,
TRAMEA023864,TRAACC000003,
TRAMEA023865,TRAACC000003,
TRAMEA023866,TRAACC000003,
TRAMEA023867,TRAACC000003,
TRAMEA023868,TRAACC000003,
TRAMEA023869,TRAACC000003,
TRAMEA023870,TRAACC000003,
TRAMEA023871,TRAACC000003,
TRAMEA023872,TRAACC000003,
TRAMEA023873,TRAACC000003,
TRAMEA023874,TRAACC000003,
TRAMEA023875,TRAACC000003,
TRAMEA023876,TRAACC000003,
TRAMEA024418,TRAACC000004,
TRAMEA024419,TRAACC000004,
TRAMEA024420,TRAACC000004,
TRAMEA024421,TRAACC000004,
TRAMEA024422,TRAACC000004,
TRAMEA024423,TRAACC000004,
TRAMEA024424,TRAACC000004,
TRAMEA024425,TRAACC000004,
TRAMEA024426,TRAACC000004,
TRAMEA024427,TRAACC000004,
TRAMEA024428,TRAACC000004,
TRAMEA024429,TRAACC000004,
TRAMEA024430,TRAACC000004,
TRAMEA024431,TRAACC000004,
TRAMEA024432,TRAACC000004,
TRAMEA024433,TRAACC000004,
TRAMEA024434,TRAACC000004,
TRAMEA024435,TRAACC000004,
TRAMEA024436,TRAACC000004,
TRAMEA024437,TRAACC000004,
TRAMEA024438,TRAACC000004,
TRAMEA024439,TRAACC000004,
TRAMEA024440,TRAACC000004,
TRAMEA024441,TRAACC000004,
TRAMEA024442,TRAACC000004,
TRAMEA024443,TRAACC000004,
TRAMEA024444,TRAACC000004,
TRAMEA024445,TRAACC000004,
TRAMEA024446,TRAACC000004,
TRAMEA024447,TRAACC000004,
TRAMEA024448,TRAACC000004,
TRAMEA024449,TRAACC000004,
TRAMEA024450,TRAACC000004,
TRAMEA024451,TRAACC000004,
TRAMEA024452,TRAACC000004,
TRAMEA024453,TRAACC000004,
TRAMEA024454,TRAACC000004,
TRAMEA024455,TRAACC000004,
TRAMEA024456,TRAACC000004,
TRAMEA024457,TRAACC000004,
TRAMEA024458,TRAACC000004,
TRAMEA024459,TRAACC000004,
TRAMEA024460,TRAACC000004,
TRAMEA024461,TRAACC000004,
TRAMEA024462,TRAACC000004,
TRAMEA024463,TRAACC000004,
TRAMEA024464,TRAACC000004,
TRAMEA024465,TRAACC000004,
TRAMEA024466,TRAACC000004,
TRAMEA024467,TRAACC000004,
TRAMEA024468,TRAACC000004,
TRAMEA024469,TRAACC000004,
TRAMEA024470,TRAACC000004,
TRAMEA024471,TRAACC000004,
TRAMEA024472,TRAACC000004,
TRAMEA024473,TRAACC000004,
TRAMEA024474,TRAACC000004,
TRAMEA024475,TRAACC000004,
TRAMEA024476,TRAACC000004,
TRAMEA024477,TRAACC000004,
TRAMEA024478,TRAACC000004,
TRAMEA024479,TRAACC000004,
TRAMEA024480,TRAACC000004,
TRAMEA024481,TRAACC000004,
TRAMEA024482,TRAACC000004,
TRAMEA024483,TRAACC000004,
TRAMEA024484,TRAACC000004,
TRAMEA024485,TRAACC000004,
TRAMEA024486,TRAACC000004,
TRAMEA024487,TRAACC000004,
TRAMEA024488,TRAACC000004,
TRAMEA024489,TRAACC000004,
TRAMEA024490,TRAACC000004,
TRAMEA024491,TRAACC000004,
TRAMEA024492,TRAACC000004,
TRAMEA024493,TRAACC000004,
TRAMEA024494,TRAACC000004,
TRAMEA024495,TRAACC000004,
TRAMEA024496,TRAACC000004,
TRAMEA024497,TRAACC000004,
TRAMEA024498,TRAACC000004,
TRAMEA024499,TRAACC000004,
TRAMEA024500,TRAACC000004,
TRAMEA024501,TRAACC000004,
TRAMEA024502,TRAACC000004,
TRAMEA024503,TRAACC000004,
TRAMEA024504,TRAACC000004,
TRAMEA024505,TRAACC000004,
TRAMEA024506,TRAACC000004,
TRAMEA024507,TRAACC000004,
TRAMEA024508,TRAACC000004,
TRAMEA024509,TRAACC000004,
TRAMEA024510,TRAACC000004,
TRAMEA024511,TRAACC000004,
TRAMEA024512,TRAACC000004,
TRAMEA024513,TRAACC000004,
TRAMEA024514,TRAACC000004,
TRAMEA024515,TRAACC000004,
TRAMEA024516,TRAACC000004,
TRAMEA024517,TRAACC000004,
TRAMEA024518,TRAACC000004,
TRAMEA024519,TRAACC000004,
TRAMEA024520,TRAACC000004,
TRAMEA024521,TRAACC000004,
TRAMEA024522,TRAACC000004,
TRAMEA024523,TRAACC000004,
TRAMEA024524,TRAACC000004,
TRAMEA024525,TRAACC000004,
TRAMEA024526,TRAACC000004,
TRAMEA024527,TRAACC000004,
TRAMEA024528,TRAACC000004,
TRAMEA024529,TRAACC000004,
TRAMEA024530,TRAACC000004,
TRAMEA024531,TRAACC000004,
TRAMEA024532,TRAACC000004,
TRAMEA024533,TRAACC000004,
TRAMEA024534,TRAACC000004,
TRAMEA024535,TRAACC000004,
TRAMEA024536,TRAACC000004,
TRAMEA024537,TRAACC000004,
TRAMEA024538,TRAACC000004,
TRAMEA024539,TRAACC000004,
TRAMEA024540,TRAACC000004,
TRAMEA024541,TRAACC000004,
TRAMEA024542,TRAACC000004,
TRAMEA024543,TRAACC000004,
TRAMEA024544,TRAACC000004,
TRAMEA024545,TRAACC000004,
TRAMEA024546,TRAACC000004,
TRAMEA024547,TRAACC000004,
TRAMEA024548,TRAACC000004,
TRAMEA024549,TRAACC000004,
TRAMEA024550,TRAACC000004,
TRAMEA024551,TRAACC000004,
TRAMEA024552,TRAACC000004,
TRAMEA024553,TRAACC000004,
TRAMEA024554,TRAACC000004,
TRAMEA024555,TRAACC000004,
TRAMEA024556,TRAACC000004,
TRAMEA024557,TRAACC000004,
TRAMEA024558,TRAACC000004,
TRAMEA024559,TRAACC000004,
TRAMEA024560,TRAACC000004,
TRAMEA024561,TRAACC000004,
TRAMEA024562,TRAACC000004,
TRAMEA024563,TRAACC000004,
TRAMEA024564,TRAACC000004,
TRAMEA024565,TRAACC000004,
TRAMEA024566,TRAACC000004,
TRAMEA024567,TRAACC000004,
TRAMEA024568,TRAACC000004,
TRAMEA024569,TRAACC000004,
TRAMEA024570,TRAACC000004,
TRAMEA024571,TRAACC000004,
TRAMEA024572,TRAACC000004,
TRAMEA024573,TRAACC000004,
TRAMEA024574,TRAACC000004,
TRAMEA024575,TRAACC000004,
TRAMEA024576,TRAACC000004,
TRAMEA024577,TRAACC000004,
TRAMEA024578,TRAACC000004,
TRAMEA024579,TRAACC000004,
TRAMEA024580,TRAACC000004,
TRAMEA024581,TRAACC000004,
TRAMEA026496,TRAACC000005,
TRAMEA026497,TRAACC000005,
TRAMEA026498,TRAACC000005,
TRAMEA026499,TRAACC000005,
TRAMEA026500,TRAACC000005,
TRAMEA026501,TRAACC000005,
TRAMEA026502,TRAACC000005,
TRAMEA026503,TRAACC000005,
TRAMEA026504,TRAACC000005,
TRAMEA026505,TRAACC000005,
TRAMEA026506,TRAACC000005,
TRAMEA026507,TRAACC000005,
TRAMEA026508,TRAACC000005,
TRAMEA026509,TRAACC000005,
TRAMEA026510,TRAACC000005,
TRAMEA026511,TRAACC000005,
TRAMEA026512,TRAACC000005,
TRAMEA026513,TRAACC000005,
TRAMEA026514,TRAACC000005,
TRAMEA026515,TRAACC000005,
TRAMEA026516,TRAACC000005,
TRAMEA026517,TRAACC000005,
TRAMEA026518,TRAACC000005,
TRAMEA026519,TRAACC000005,
TRAMEA026520,TRAACC000005,
TRAMEA026521,TRAACC000005,
TRAMEA026522,TRAACC000005,
TRAMEA026523,TRAACC000005,
TRAMEA026524,TRAACC000005,
TRAMEA026525,TRAACC000005,
TRAMEA026526,TRAACC000005,
TRAMEA026527,TRAACC000005,
TRAMEA026528,TRAACC000005,
TRAMEA026529,TRAACC000005,
TRAMEA026530,TRAACC000005,
TRAMEA026531,TRAACC000005,
TRAMEA026532,TRAACC000005,
TRAMEA026533,TRAACC000005,
TRAMEA026534,TRAACC000005,
TRAMEA026535,TRAACC000005,
TRAMEA026536,TRAACC000005,
TRAMEA026537,TRAACC000005,
TRAMEA026538,TRAACC000005,
TRAMEA026539,TRAACC000005,
TRAMEA026540,TRAACC000005,
TRAMEA026541,TRAACC000005,
TRAMEA026542,TRAACC000005,
TRAMEA026543,TRAACC000005,
TRAMEA026544,TRAACC000005,
TRAMEA026545,TRAACC000005,
TRAMEA026546,TRAACC000005,
TRAMEA026547,TRAACC000005,
TRAMEA026548,TRAACC000005,
TRAMEA026549,TRAACC000005,
TRAMEA026550,TRAACC000005,
TRAMEA026551,TRAACC000005,
TRAMEA026552,TRAACC000005,
TRAMEA026553,TRAACC000005,
TRAMEA026554,TRAACC000005,
TRAMEA026555,TRAACC000005,
TRAMEA026556,TRAACC000005,
TRAMEA026557,TRAACC000005,
TRAMEA026558,TRAACC000005,
TRAMEA026559,TRAACC000005,
TRAMEA026560,TRAACC000005,
TRAMEA026561,TRAACC000005,
TRAMEA026562,TRAACC000005,
TRAMEA026563,TRAACC000005,
TRAMEA026564,TRAACC000005,
TRAMEA026565,TRAACC000005,
TRAMEA026566,TRAACC000005,
TRAMEA026567,TRAACC000005,
TRAMEA026568,TRAACC000005,
TRAMEA026569,TRAACC000005,
TRAMEA026570,TRAACC000005,
TRAMEA026571,TRAACC000005,
TRAMEA026572,TRAACC000005,
TRAMEA026573,TRAACC000005,
TRAMEA026574,TRAACC000005,
TRAMEA026575,TRAACC000005,
TRAMEA026576,TRAACC000005,
TRAMEA026577,TRAACC000005,
TRAMEA026578,TRAACC000005,
TRAMEA026579,TRAACC000005,
TRAMEA026580,TRAACC000005,
TRAMEA026581,TRAACC000005,
TRAMEA026582,TRAACC000005,
TRAMEA026583,TRAACC000005,
TRAMEA026584,TRAACC000005,
TRAMEA026585,TRAACC000005,
TRAMEA026586,TRAACC000005,
TRAMEA026587,TRAACC000005,
TRAMEA026588,TRAACC000005,
TRAMEA026589,TRAACC000005,
TRAMEA026590,TRAACC000005,
TRAMEA026591,TRAACC000005,
